PadID	Sector	Row  PadInRow     gCenX       gCenZ       gx[0]       gz[0]       gx[1]       gz[1]       gx[2]       gz[2]       gx[3]       gz[3]       lCenX       lCenZ       lx[0]       lz[0]       lx[1]       lz[1]       lx[2]       lz[2]       lx[3]       lz[3]
3884	1	23        72      39.175       4.375     38.3563        3.75     39.5937           5          40           5       38.75        3.75      39.175       4.375     38.3563        3.75     39.5937           5          40           5       38.75        3.75
3885	1	24         0      10.425       5.625     10.0677           5     10.3823        6.25     10.7885        6.25     10.4615           5      10.425       5.625     10.0677           5     10.3823        6.25     10.7885        6.25     10.4615           5
3886	1	24         1      10.825       5.625     10.4615           5     10.7885        6.25     11.1946        6.25     10.8554           5      10.825       5.625     10.4615           5     10.7885        6.25     11.1946        6.25     10.8554           5
3887	1	24         2      11.225       5.625     10.8554           5     11.1946        6.25     11.6008        6.25     11.2492           5      11.225       5.625     10.8554           5     11.1946        6.25     11.6008        6.25     11.2492           5
3888	1	24         3      11.625       5.625     11.2492           5     11.6008        6.25     12.0069        6.25     11.6431           5      11.625       5.625     11.2492           5     11.6008        6.25     12.0069        6.25     11.6431           5
3889	1	24         4      12.025       5.625     11.6431           5     12.0069        6.25     12.4131        6.25     12.0369           5      12.025       5.625     11.6431           5     12.0069        6.25     12.4131        6.25     12.0369           5
3890	1	24         5      12.425       5.625     12.0369           5     12.4131        6.25     12.8192        6.25     12.4308           5      12.425       5.625     12.0369           5     12.4131        6.25     12.8192        6.25     12.4308           5
3891	1	24         6      12.825       5.625     12.4308           5     12.8192        6.25     13.2254        6.25     12.8246           5      12.825       5.625     12.4308           5     12.8192        6.25     13.2254        6.25     12.8246           5
3892	1	24         7      13.225       5.625     12.8246           5     13.2254        6.25     13.6315        6.25     13.2185           5      13.225       5.625     12.8246           5     13.2254        6.25     13.6315        6.25     13.2185           5
3893	1	24         8      13.625       5.625     13.2185           5     13.6315        6.25     14.0377        6.25     13.6123           5      13.625       5.625     13.2185           5     13.6315        6.25     14.0377        6.25     13.6123           5
3894	1	24         9      14.025       5.625     13.6123           5     14.0377        6.25     14.4438        6.25     14.0062           5      14.025       5.625     13.6123           5     14.0377        6.25     14.4438        6.25     14.0062           5
3895	1	24        10      14.425       5.625     14.0062           5     14.4438        6.25       14.85        6.25        14.4           5      14.425       5.625     14.0062           5     14.4438        6.25       14.85        6.25        14.4           5
3896	1	24        11      14.825       5.625        14.4           5       14.85        6.25     15.2562        6.25     14.7938           5      14.825       5.625        14.4           5       14.85        6.25     15.2562        6.25     14.7938           5
3897	1	24        12      15.225       5.625     14.7938           5     15.2562        6.25     15.6623        6.25     15.1877           5      15.225       5.625     14.7938           5     15.2562        6.25     15.6623        6.25     15.1877           5
3898	1	24        13      15.625       5.625     15.1877           5     15.6623        6.25     16.0685        6.25     15.5815           5      15.625       5.625     15.1877           5     15.6623        6.25     16.0685        6.25     15.5815           5
3899	1	24        14      16.025       5.625     15.5815           5     16.0685        6.25     16.4746        6.25     15.9754           5      16.025       5.625     15.5815           5     16.0685        6.25     16.4746        6.25     15.9754           5
3900	1	24        15      16.425       5.625     15.9754           5     16.4746        6.25     16.8808        6.25     16.3692           5      16.425       5.625     15.9754           5     16.4746        6.25     16.8808        6.25     16.3692           5
3901	1	24        16      16.825       5.625     16.3692           5     16.8808        6.25     17.2869        6.25     16.7631           5      16.825       5.625     16.3692           5     16.8808        6.25     17.2869        6.25     16.7631           5
3902	1	24        17      17.225       5.625     16.7631           5     17.2869        6.25     17.6931        6.25     17.1569           5      17.225       5.625     16.7631           5     17.2869        6.25     17.6931        6.25     17.1569           5
3903	1	24        18      17.625       5.625     17.1569           5     17.6931        6.25     18.0992        6.25     17.5508           5      17.625       5.625     17.1569           5     17.6931        6.25     18.0992        6.25     17.5508           5
3904	1	24        19      18.025       5.625     17.5508           5     18.0992        6.25     18.5054        6.25     17.9446           5      18.025       5.625     17.5508           5     18.0992        6.25     18.5054        6.25     17.9446           5
3905	1	24        20      18.425       5.625     17.9446           5     18.5054        6.25     18.9115        6.25     18.3385           5      18.425       5.625     17.9446           5     18.5054        6.25     18.9115        6.25     18.3385           5
3906	1	24        21      18.825       5.625     18.3385           5     18.9115        6.25     19.3177        6.25     18.7323           5      18.825       5.625     18.3385           5     18.9115        6.25     19.3177        6.25     18.7323           5
3907	1	24        22      19.225       5.625     18.7323           5     19.3177        6.25     19.7238        6.25     19.1262           5      19.225       5.625     18.7323           5     19.3177        6.25     19.7238        6.25     19.1262           5
